ID;ICD-10-Code;ICD-O-Code;ICD-10 Text;Label;Topography Text;Extended Label;Prompt Text
I23584;C02.2;C02.2;Bösartige Neubildung: Zungenunterfläche;Bösartige Neubildung der Zungenunterfläche;Ventrale Oberfläche der Zunge o.n.A.;Bösartige Neubildung der Zungenunterfläche (Ventrale Oberfläche der Zunge ohne nähere Angabe);Bösartige Neubildung: Zungenunterfläche (Ventrale Oberfläche der Zunge ohne nähere Angabe)
I79693;C02.2;C02.2;Bösartige Neubildung: Zungenunterfläche;Bösartige Neubildung des Frenulum linguae;Ventrale Oberfläche der Zunge o.n.A.;Bösartige Neubildung des Frenulum linguae (Ventrale Oberfläche der Zunge ohne nähere Angabe);Bösartige Neubildung: Zungenunterfläche (Ventrale Oberfläche der Zunge ohne nähere Angabe)
I09888;C02.2;C02.2;Bösartige Neubildung: Zungenunterfläche;Bösartige Neubildung des Zungenfrenulums;Ventrale Oberfläche der Zunge o.n.A.;Bösartige Neubildung des Zungenfrenulums (Ventrale Oberfläche der Zunge ohne nähere Angabe);Bösartige Neubildung: Zungenunterfläche (Ventrale Oberfläche der Zunge ohne nähere Angabe)
I40601;C02.2;C02.2;Bösartige Neubildung: Zungenunterfläche;Karzinom der ventralen Zunge;Ventrale Oberfläche der Zunge o.n.A.;Karzinom der ventralen Zunge (Ventrale Oberfläche der Zunge ohne nähere Angabe);Bösartige Neubildung: Zungenunterfläche (Ventrale Oberfläche der Zunge ohne nähere Angabe)
I31068_1;C02.2;C02.2;Bösartige Neubildung: Zungenunterfläche;Karzinom der Zungenunterfläche;Ventrale Oberfläche der Zunge o.n.A.;Karzinom der Zungenunterfläche (Ventrale Oberfläche der Zunge ohne nähere Angabe);Bösartige Neubildung: Zungenunterfläche (Ventrale Oberfläche der Zunge ohne nähere Angabe)
I30119;C02.2;C02.2;Bösartige Neubildung: Zungenunterfläche;Krebs der Zungenunterfläche;Ventrale Oberfläche der Zunge o.n.A.;Krebs der Zungenunterfläche (Ventrale Oberfläche der Zunge ohne nähere Angabe);Bösartige Neubildung: Zungenunterfläche (Ventrale Oberfläche der Zunge ohne nähere Angabe)
I90574;C02.2;C02.2;Bösartige Neubildung: Zungenunterfläche;Oberflächliches Karzinom der ventralen Zunge;Ventrale Oberfläche der Zunge o.n.A.;Oberflächliches Karzinom der ventralen Zunge (Ventrale Oberfläche der Zunge ohne nähere Angabe);Bösartige Neubildung: Zungenunterfläche (Ventrale Oberfläche der Zunge ohne nähere Angabe)
I56990;C02.2;C02.2;Bösartige Neubildung: Zungenunterfläche;Ventraler oberflächlicher Zungenkrebs;Ventrale Oberfläche der Zunge o.n.A.;Ventraler oberflächlicher Zungenkrebs (Ventrale Oberfläche der Zunge ohne nähere Angabe);Bösartige Neubildung: Zungenunterfläche (Ventrale Oberfläche der Zunge ohne nähere Angabe)
I07344;C02.2;C02.2;Bösartige Neubildung: Zungenunterfläche;Ventraler Zungenkrebs;Ventrale Oberfläche der Zunge o.n.A.;Ventraler Zungenkrebs (Ventrale Oberfläche der Zunge ohne nähere Angabe);Bösartige Neubildung: Zungenunterfläche (Ventrale Oberfläche der Zunge ohne nähere Angabe)
I04570;C02.3;C02.3;Bösartige Neubildung: Vordere zwei Drittel der Zunge, Bereich nicht näher bezeichnet;Bösartige Neubildung des beweglichen Zungenteils;Vordere 2/3 der Zunge;Bösartige Neubildung des beweglichen Zungenteils (Vordere 2/3 der Zunge);Bösartige Neubildung: Vordere zwei Drittel der Zunge, Bereich nicht näher bezeichnet (Vordere 2/3 der Zunge)
I07883_1;C02.3;C02.3;Bösartige Neubildung: Vordere zwei Drittel der Zunge, Bereich nicht näher bezeichnet;Bösartige Neubildung des mittleren Zungendrittels;Vordere 2/3 der Zunge;Bösartige Neubildung des mittleren Zungendrittels (Vordere 2/3 der Zunge);Bösartige Neubildung: Vordere zwei Drittel der Zunge, Bereich nicht näher bezeichnet (Vordere 2/3 der Zunge)
I33708;C02.3;C02.3;Bösartige Neubildung: Vordere zwei Drittel der Zunge, Bereich nicht näher bezeichnet;Bösartige Neubildung des vorderen Zungenteils a.n.k.;Vordere 2/3 der Zunge;Bösartige Neubildung des vorderen Zungenteils a.n.k. (Vordere 2/3 der Zunge);Bösartige Neubildung: Vordere zwei Drittel der Zunge, Bereich nicht näher bezeichnet (Vordere 2/3 der Zunge)
I92066;C02.3;C02.3;Bösartige Neubildung: Vordere zwei Drittel der Zunge, Bereich nicht näher bezeichnet;Zungenkarzinom des beweglichen Zungenteils;Vordere 2/3 der Zunge;Zungenkarzinom des beweglichen Zungenteils (Vordere 2/3 der Zunge);Bösartige Neubildung: Vordere zwei Drittel der Zunge, Bereich nicht näher bezeichnet (Vordere 2/3 der Zunge)
I90297;C02.3;C02.3;Bösartige Neubildung: Vordere zwei Drittel der Zunge, Bereich nicht näher bezeichnet;Zungenkrebs des beweglichen Zungenteils;Vordere 2/3 der Zunge;Zungenkrebs des beweglichen Zungenteils (Vordere 2/3 der Zunge);Bösartige Neubildung: Vordere zwei Drittel der Zunge, Bereich nicht näher bezeichnet (Vordere 2/3 der Zunge)
I07582;C02.4;C02.4;Bösartige Neubildung: Zungentonsille;Bösartige Neubildung der Tonsilla lingualis;Zungentonsille;Bösartige Neubildung der Tonsilla lingualis (Zungentonsille);Bösartige Neubildung: Zungentonsille
I16305_1;C02.4;C02.4;Bösartige Neubildung: Zungentonsille;Bösartige Neubildung der Zungenmandel;Zungentonsille;Bösartige Neubildung der Zungenmandel (Zungentonsille);Bösartige Neubildung: Zungentonsille
I68520;C02.4;C02.4;Bösartige Neubildung: Zungentonsille;Bösartige Neubildung der Zungentonsille;Zungentonsille;Bösartige Neubildung der Zungentonsille;Bösartige Neubildung: Zungentonsille
I48188;C02.4;C02.4;Bösartige Neubildung: Zungentonsille;Karzinom der Zungenmandel;Zungentonsille;Karzinom der Zungenmandel (Zungentonsille);Bösartige Neubildung: Zungentonsille
I25836;C02.4;C02.4;Bösartige Neubildung: Zungentonsille;Karzinom der Zungentonsille;Zungentonsille;Karzinom der Zungentonsille;Bösartige Neubildung: Zungentonsille
I39117;C02.4;C02.4;Bösartige Neubildung: Zungentonsille;Krebs der Zungentonsille;Zungentonsille;Krebs der Zungentonsille;Bösartige Neubildung: Zungentonsille
I30363;C02.4;C02.4;Bösartige Neubildung: Zungentonsille;Zungenmandelkrebs;Zungentonsille;Zungenmandelkrebs (Zungentonsille);Bösartige Neubildung: Zungentonsille
I93269;C02.8;C02.8;Bösartige Neubildung: Zunge, mehrere Teilbereiche überlappend;Bösartige Neubildung der Zunge an der Übergangszone;Zunge, mehrere Bereiche überlappend;Bösartige Neubildung der Zunge an der Übergangszone (Zunge, mehrere Bereiche überlappend);Bösartige Neubildung: Zunge, mehrere Teilbereiche überlappend (Zunge, mehrere Bereiche überlappend)
I43311;C02.9;C02.9;Bösartige Neubildung: Zunge, nicht näher bezeichnet;Bösartige Neubildung der Zunge;Zunge o.n.A.;Bösartige Neubildung der Zunge (Zunge ohne nähere Angabe);Bösartige Neubildung: Zunge, nicht näher bezeichnet (Zunge ohne nähere Angabe)
I49865;C02.9;C02.9;Bösartige Neubildung: Zunge, nicht näher bezeichnet;Linguale bösartige Neubildung a.n.k.;Zunge o.n.A.;Linguale bösartige Neubildung a.n.k. (Zunge ohne nähere Angabe);Bösartige Neubildung: Zunge, nicht näher bezeichnet (Zunge ohne nähere Angabe)
I83702;C02.9;C02.9;Bösartige Neubildung: Zunge, nicht näher bezeichnet;Squamöses Karzinom der Zunge;Zunge o.n.A.;Squamöses Karzinom der Zunge (Zunge ohne nähere Angabe);Bösartige Neubildung: Zunge, nicht näher bezeichnet (Zunge ohne nähere Angabe)
I16511;C02.9;C02.9;Bösartige Neubildung: Zunge, nicht näher bezeichnet;Zungenkarzinom;Zunge o.n.A.;Zungenkarzinom (Zunge ohne nähere Angabe);Bösartige Neubildung: Zunge, nicht näher bezeichnet (Zunge ohne nähere Angabe)
I95538;C02.9;C02.9;Bösartige Neubildung: Zunge, nicht näher bezeichnet;Zungenkrebs;Zunge o.n.A.;Zungenkrebs (Zunge ohne nähere Angabe);Bösartige Neubildung: Zunge, nicht näher bezeichnet (Zunge ohne nähere Angabe)
I03571;C03.0;C03.0;Bösartige Neubildung: Oberkieferzahnfleisch;Bösartige Neubildung der Oberkieferalveolarmukosa;Oberkieferzahnfleisch;Bösartige Neubildung der Oberkieferalveolarmukosa (Oberkieferzahnfleisch);Bösartige Neubildung: Oberkieferzahnfleisch
I44327;C03.0;C03.0;Bösartige Neubildung: Oberkieferzahnfleisch;Bösartige Neubildung der Oberkieferalveolarschleimhaut;Oberkieferzahnfleisch;Bösartige Neubildung der Oberkieferalveolarschleimhaut (Oberkieferzahnfleisch);Bösartige Neubildung: Oberkieferzahnfleisch
I18756;C03.0;C03.0;Bösartige Neubildung: Oberkieferzahnfleisch;Bösartige Neubildung der Oberkiefergingiva;Oberkieferzahnfleisch;Bösartige Neubildung der Oberkiefergingiva (Oberkieferzahnfleisch);Bösartige Neubildung: Oberkieferzahnfleisch
I63353;C03.0;C03.0;Bösartige Neubildung: Oberkieferzahnfleisch;Bösartige Neubildung der Oberkieferweichteile;Oberkieferzahnfleisch;Bösartige Neubildung der Oberkieferweichteile (Oberkieferzahnfleisch);Bösartige Neubildung: Oberkieferzahnfleisch
I36924;C03.0;C03.0;Bösartige Neubildung: Oberkieferzahnfleisch;Bösartige Neubildung des oberen Zahnfleisches;Oberkieferzahnfleisch;Bösartige Neubildung des oberen Zahnfleisches (Oberkieferzahnfleisch);Bösartige Neubildung: Oberkieferzahnfleisch
I96850;C03.0;C03.0;Bösartige Neubildung: Oberkieferzahnfleisch;Bösartige Neubildung des Oberkieferzahnfleisches;Oberkieferzahnfleisch;Bösartige Neubildung des Oberkieferzahnfleisches;Bösartige Neubildung: Oberkieferzahnfleisch
I60754;C03.0;C03.0;Bösartige Neubildung: Oberkieferzahnfleisch;Bösartige Neubildung einer Oberkieferalveole;Oberkieferzahnfleisch;Bösartige Neubildung einer Oberkieferalveole (Oberkieferzahnfleisch);Bösartige Neubildung: Oberkieferzahnfleisch
I28916;C03.0;C03.0;Bösartige Neubildung: Oberkieferzahnfleisch;Karzinom des oberen Zahnfleisches;Oberkieferzahnfleisch;Karzinom des oberen Zahnfleisches (Oberkieferzahnfleisch);Bösartige Neubildung: Oberkieferzahnfleisch
I23781;C03.0;C03.0;Bösartige Neubildung: Oberkieferzahnfleisch;Krebs des oberen Zahnfleisches;Oberkieferzahnfleisch;Krebs des oberen Zahnfleisches (Oberkieferzahnfleisch);Bösartige Neubildung: Oberkieferzahnfleisch
I46983;C03.0;C03.0;Bösartige Neubildung: Oberkieferzahnfleisch;Oberkieferalveolarfortsatzkarzinom;Oberkieferzahnfleisch;Oberkieferalveolarfortsatzkarzinom (Oberkieferzahnfleisch);Bösartige Neubildung: Oberkieferzahnfleisch
I33244;C03.1;C03.1;Bösartige Neubildung: Unterkieferzahnfleisch;Bösartige Neubildung der Unterkieferalveolarmukosa;Unterkieferzahnfleisch;Bösartige Neubildung der Unterkieferalveolarmukosa (Unterkieferzahnfleisch);Bösartige Neubildung: Unterkieferzahnfleisch
I64928;C03.1;C03.1;Bösartige Neubildung: Unterkieferzahnfleisch;Bösartige Neubildung der Unterkieferalveolarschleimhaut;Unterkieferzahnfleisch;Bösartige Neubildung der Unterkieferalveolarschleimhaut (Unterkieferzahnfleisch);Bösartige Neubildung: Unterkieferzahnfleisch
I27750;C03.1;C03.1;Bösartige Neubildung: Unterkieferzahnfleisch;Bösartige Neubildung der Unterkiefergingiva;Unterkieferzahnfleisch;Bösartige Neubildung der Unterkiefergingiva (Unterkieferzahnfleisch);Bösartige Neubildung: Unterkieferzahnfleisch
I49095;C03.1;C03.1;Bösartige Neubildung: Unterkieferzahnfleisch;Bösartige Neubildung der Unterkieferweichteile;Unterkieferzahnfleisch;Bösartige Neubildung der Unterkieferweichteile (Unterkieferzahnfleisch);Bösartige Neubildung: Unterkieferzahnfleisch
I01586;C03.1;C03.1;Bösartige Neubildung: Unterkieferzahnfleisch;Bösartige Neubildung des unteren Zahnfleisches;Unterkieferzahnfleisch;Bösartige Neubildung des unteren Zahnfleisches (Unterkieferzahnfleisch);Bösartige Neubildung: Unterkieferzahnfleisch
I15322;C03.1;C03.1;Bösartige Neubildung: Unterkieferzahnfleisch;Bösartige Neubildung des Unterkieferzahnfleisches;Unterkieferzahnfleisch;Bösartige Neubildung des Unterkieferzahnfleisches;Bösartige Neubildung: Unterkieferzahnfleisch
I71738_1;C03.1;C03.1;Bösartige Neubildung: Unterkieferzahnfleisch;Bösartige Neubildung einer Unterkieferalveole;Unterkieferzahnfleisch;Bösartige Neubildung einer Unterkieferalveole (Unterkieferzahnfleisch);Bösartige Neubildung: Unterkieferzahnfleisch
I68307;C03.1;C03.1;Bösartige Neubildung: Unterkieferzahnfleisch;Karzinom der Unterkieferalveolarschleimhaut;Unterkieferzahnfleisch;Karzinom der Unterkieferalveolarschleimhaut (Unterkieferzahnfleisch);Bösartige Neubildung: Unterkieferzahnfleisch
I04296;C03.1;C03.1;Bösartige Neubildung: Unterkieferzahnfleisch;Karzinom des unteren Zahnfleisches;Unterkieferzahnfleisch;Karzinom des unteren Zahnfleisches (Unterkieferzahnfleisch);Bösartige Neubildung: Unterkieferzahnfleisch
I37327;C03.1;C03.1;Bösartige Neubildung: Unterkieferzahnfleisch;Krebs des unteren Zahnfleisches;Unterkieferzahnfleisch;Krebs des unteren Zahnfleisches (Unterkieferzahnfleisch);Bösartige Neubildung: Unterkieferzahnfleisch
I41641;C03.9;C03.9;Bösartige Neubildung: Zahnfleisch, nicht näher bezeichnet;Alveolarfortsatzkarzinom;Zahnfleisch o.n.A.;Alveolarfortsatzkarzinom (Zahnfleisch ohne nähere Angabe);Bösartige Neubildung: Zahnfleisch, nicht näher bezeichnet (Zahnfleisch ohne nähere Angabe)
I57724;C03.9;C03.9;Bösartige Neubildung: Zahnfleisch, nicht näher bezeichnet;Bösartige Neubildung der Alveolarmukosa;Zahnfleisch o.n.A.;Bösartige Neubildung der Alveolarmukosa (Zahnfleisch ohne nähere Angabe);Bösartige Neubildung: Zahnfleisch, nicht näher bezeichnet (Zahnfleisch ohne nähere Angabe)
I12154;C03.9;C03.9;Bösartige Neubildung: Zahnfleisch, nicht näher bezeichnet;Bösartige Neubildung der Alveolarschleimhaut;Zahnfleisch o.n.A.;Bösartige Neubildung der Alveolarschleimhaut (Zahnfleisch ohne nähere Angabe);Bösartige Neubildung: Zahnfleisch, nicht näher bezeichnet (Zahnfleisch ohne nähere Angabe)
I26104;C03.9;C03.9;Bösartige Neubildung: Zahnfleisch, nicht näher bezeichnet;Bösartige Neubildung der Gingiva;Zahnfleisch o.n.A.;Bösartige Neubildung der Gingiva (Zahnfleisch ohne nähere Angabe);Bösartige Neubildung: Zahnfleisch, nicht näher bezeichnet (Zahnfleisch ohne nähere Angabe)
I51098;C03.9;C03.9;Bösartige Neubildung: Zahnfleisch, nicht näher bezeichnet;Bösartige Neubildung der Kieferweichteile;Zahnfleisch o.n.A.;Bösartige Neubildung der Kieferweichteile (Zahnfleisch ohne nähere Angabe);Bösartige Neubildung: Zahnfleisch, nicht näher bezeichnet (Zahnfleisch ohne nähere Angabe)
I62952;C03.9;C03.9;Bösartige Neubildung: Zahnfleisch, nicht näher bezeichnet;Bösartige Neubildung des Kieferbindegewebes a.n.k.;Zahnfleisch o.n.A.;Bösartige Neubildung des Kieferbindegewebes a.n.k. (Zahnfleisch ohne nähere Angabe);Bösartige Neubildung: Zahnfleisch, nicht näher bezeichnet (Zahnfleisch ohne nähere Angabe)
I90078;C03.9;C03.9;Bösartige Neubildung: Zahnfleisch, nicht näher bezeichnet;Bösartige Neubildung des periodontalen Gewebes a.n.k.;Zahnfleisch o.n.A.;Bösartige Neubildung des periodontalen Gewebes a.n.k. (Zahnfleisch ohne nähere Angabe);Bösartige Neubildung: Zahnfleisch, nicht näher bezeichnet (Zahnfleisch ohne nähere Angabe)
I60757;C03.9;C03.9;Bösartige Neubildung: Zahnfleisch, nicht näher bezeichnet;Bösartige Neubildung des Zahnfleisches;Zahnfleisch o.n.A.;Bösartige Neubildung des Zahnfleisches (Zahnfleisch ohne nähere Angabe);Bösartige Neubildung: Zahnfleisch, nicht näher bezeichnet (Zahnfleisch ohne nähere Angabe)
I03085;C03.9;C03.9;Bösartige Neubildung: Zahnfleisch, nicht näher bezeichnet;Bösartige Neubildung einer Zahnalveole;Zahnfleisch o.n.A.;Bösartige Neubildung einer Zahnalveole (Zahnfleisch ohne nähere Angabe);Bösartige Neubildung: Zahnfleisch, nicht näher bezeichnet (Zahnfleisch ohne nähere Angabe)
I41085;C03.9;C03.9;Bösartige Neubildung: Zahnfleisch, nicht näher bezeichnet;Bösartige Neubildung eines Zahnfachs a.n.k.;Zahnfleisch o.n.A.;Bösartige Neubildung eines Zahnfachs a.n.k. (Zahnfleisch ohne nähere Angabe);Bösartige Neubildung: Zahnfleisch, nicht näher bezeichnet (Zahnfleisch ohne nähere Angabe)
I97211;C03.9;C03.9;Bösartige Neubildung: Zahnfleisch, nicht näher bezeichnet;Parodontale bösartige Neubildung a.n.k.;Zahnfleisch o.n.A.;Parodontale bösartige Neubildung a.n.k. (Zahnfleisch ohne nähere Angabe);Bösartige Neubildung: Zahnfleisch, nicht näher bezeichnet (Zahnfleisch ohne nähere Angabe)
I59248;C03.9;C03.9;Bösartige Neubildung: Zahnfleisch, nicht näher bezeichnet;Zahnfleischkarzinom;Zahnfleisch o.n.A.;Zahnfleischkarzinom (Zahnfleisch ohne nähere Angabe);Bösartige Neubildung: Zahnfleisch, nicht näher bezeichnet (Zahnfleisch ohne nähere Angabe)
I13068;C03.9;C03.9;Bösartige Neubildung: Zahnfleisch, nicht näher bezeichnet;Zahnfleischkrebs;Zahnfleisch o.n.A.;Zahnfleischkrebs (Zahnfleisch ohne nähere Angabe);Bösartige Neubildung: Zahnfleisch, nicht näher bezeichnet (Zahnfleisch ohne nähere Angabe)
I99600;C04.0;C04.0;Bösartige Neubildung: Vorderer Teil des Mundbodens;Bösartige Neubildung des vorderen Teils des Mundbodens;Vorderer Teil des Mundbodens;Bösartige Neubildung des vorderen Teils des Mundbodens (Vorderer Teil des Mundbodens);Bösartige Neubildung: Vorderer Teil des Mundbodens
I54274;C04.0;C04.0;Bösartige Neubildung: Vorderer Teil des Mundbodens;Karzinom des vorderen Teils des Mundbodens;Vorderer Teil des Mundbodens;Karzinom des vorderen Teils des Mundbodens (Vorderer Teil des Mundbodens);Bösartige Neubildung: Vorderer Teil des Mundbodens
I19346;C04.0;C04.0;Bösartige Neubildung: Vorderer Teil des Mundbodens;Krebs des vorderen Teils des Mundbodens;Vorderer Teil des Mundbodens;Krebs des vorderen Teils des Mundbodens (Vorderer Teil des Mundbodens);Bösartige Neubildung: Vorderer Teil des Mundbodens
I88871;C04.1;C04.1;Bösartige Neubildung: Seitlicher Teil des Mundbodens;Bösartige Neubildung des seitlichen Teils des Mundbodens;Seitlicher Teil des Mundbodens;Bösartige Neubildung des seitlichen Teils des Mundbodens (Seitlicher Teil des Mundbodens);Bösartige Neubildung: Seitlicher Teil des Mundbodens
I57562;C04.1;C04.1;Bösartige Neubildung: Seitlicher Teil des Mundbodens;Karzinom des seitlichen Teils des Mundbodens;Seitlicher Teil des Mundbodens;Karzinom des seitlichen Teils des Mundbodens (Seitlicher Teil des Mundbodens);Bösartige Neubildung: Seitlicher Teil des Mundbodens
I67021;C04.1;C04.1;Bösartige Neubildung: Seitlicher Teil des Mundbodens;Krebs des seitlichen Teils des Mundbodens;Seitlicher Teil des Mundbodens;Krebs des seitlichen Teils des Mundbodens (Seitlicher Teil des Mundbodens);Bösartige Neubildung: Seitlicher Teil des Mundbodens
I55614;C04.9;C04.9;Bösartige Neubildung: Mundboden, nicht näher bezeichnet;Bösartige Neubildung des Mundbodens;Mundboden o.n.A.;Bösartige Neubildung des Mundbodens (Mundboden ohne nähere Angabe);Bösartige Neubildung: Mundboden, nicht näher bezeichnet (Mundboden ohne nähere Angabe)
I73573;C04.9;C04.9;Bösartige Neubildung: Mundboden, nicht näher bezeichnet;Karzinom des Sulcus glossoalveolaris;Mundboden o.n.A.;Karzinom des Sulcus glossoalveolaris (Mundboden ohne nähere Angabe);Bösartige Neubildung: Mundboden, nicht näher bezeichnet (Mundboden ohne nähere Angabe)
I05199;C04.9;C04.9;Bösartige Neubildung: Mundboden, nicht näher bezeichnet;Mundbodenkarzinom;Mundboden o.n.A.;Mundbodenkarzinom (Mundboden ohne nähere Angabe);Bösartige Neubildung: Mundboden, nicht näher bezeichnet (Mundboden ohne nähere Angabe)
I69273;C04.9;C04.9;Bösartige Neubildung: Mundboden, nicht näher bezeichnet;Mundbodenkrebs;Mundboden o.n.A.;Mundbodenkrebs (Mundboden ohne nähere Angabe);Bösartige Neubildung: Mundboden, nicht näher bezeichnet (Mundboden ohne nähere Angabe)
I27727;C04.9;C04.9;Bösartige Neubildung: Mundboden, nicht näher bezeichnet;Sublinguale bösartige Neubildung;Mundboden o.n.A.;Sublinguale bösartige Neubildung (Mundboden ohne nähere Angabe);Bösartige Neubildung: Mundboden, nicht näher bezeichnet (Mundboden ohne nähere Angabe)
